No.,Where,What,Prerequisites,Objectives,Programme,Exam,How,Language,Min. year,Professor,Other professors,Address,Tags,Might be online?,When,Code,Link,Countries
46,Politecnico di Milano,Using the geographical information systems for the quantitative and qualitative landscape analysis,"Some basic knowledge about landscape theoriesThe course is mainly addressing Architects, Urban Planners and Civil/Environmental EngineersRequirements:a personal notebook/computer","Developing skills in the
spatDevelDeveloping
skills in the spatial quantitative and qualitative analysis of landscape
through the use of GIS tools.Landscape
    is “an area, as perceived by people, whose character is the result of the action and interaction of natural and/or human factors” (Council of Europe, European Landscape Convention, 2000). The changing conditions of this complex factor that determines
    the variability of our local and national contexts can be effectively measured thanks to quantitative and qualitative indicators, which could be calculated using GIS, thanks to elements of geostatistics and numeric cartography. This course will illustrate,
    then, the speculative basics of the need of using GIS for the quantitative and qualitative landscape analysis.Program to be followedMonday morning(3 hrs of frontal lecture, 1 of practical applications): overview of the course and introduction to freeware GIS softwares for the landscape analysis. GIS softwares and their use.Monday
afternoon(2 hrs of visit on site): visit to a urban landscape
site in the city of Milan to be analyzed in the following days.Tuesday
morning(4 hrs of frontal lecture): numeric cartography
basics for the GIS software use. Elements spatial cartographic data for the
landscape analysis. Elements of geostatistics for the landscape analysis.
Introduction to the multivariate statistics (cluster analysis) and other
statistical tools for the geographic analysis.Tuesday
afternoon(2 hrs of practical applications): using a GIS for
the geostatistic analysis. Features and use of the main GIS tools. Main
quantitative indicators to be calculated for the landscape analysis.Wednesday
morning(2 hrs of frontal lecture, 2 of practical
applications): database collection, organization and management for the
quantitative and qualitative landscape analysis. Elements about data collection
and examples of existing databases.Wednesday
afternoon(2 hrs of practical applications): using a GIS for
the landscape analysis. Features and use of the main GIS tools. Main
qualitative indicators to be calculated for the landscape analysis.Thursdaymorning(2 hrs of frontal
lecture, 2 of practical applications): case studies and possible use of the
landscape analysis in the planning tools. Practical exercises.Thursdayafternoon(2 hrs of visit on
site): final visit to the urban landscape site in the city of Milan analyzed
during the week.Friday
morning(4 hrs): written and practical examFriday
afternoon(2 hrs): exams correction","Monday morning(3 hrs of frProgram to be followedMonday morning(3 hrs of frontal lecture, 1 of practical applications): overview of the course and introduction to freeware GIS softwares for the landscape analysis. GIS softwares and their use.Monday
afternoon(2 hrs of visit on site): visit to a urban landscape
site in the city of Milan to be analyzed in the following days.Tuesday
morning(4 hrs of frontal lecture): numeric cartography
basics for the GIS software use. Elements spatial cartographic data for the
landscape analysis. Elements of geostatistics for the landscape analysis.
Introduction to the multivariate statistics (cluster analysis) and other
statistical tools for the geographic analysis.Tuesday
afternoon(2 hrs of practical applications): using a GIS for
the geostatistic analysis. Features and use of the main GIS tools. Main
quantitative indicators to be calculated for the landscape analysis.Wednesday
morning(2 hrs of frontal lecture, 2 of practical
applications): database collection, organization and management for the
quantitative and qualitative landscape analysis. Elements about data collection
and examples of existing databases.Wednesday
afternoon(2 hrs of practical applications): using a GIS for
the landscape analysis. Features and use of the main GIS tools. Main
qualitative indicators to be calculated for the landscape analysis.Thursdaymorning(2 hrs of frontal
lecture, 2 of practical applications): case studies and possible use of the
landscape analysis in the planning tools. Practical exercises.Thursdayafternoon(2 hrs of visit on
site): final visit to the urban landscape site in the city of Milan analyzed
during the week.Friday
morning(4 hrs): written and practical examFriday
afternoon(2 hrs): exams correction","Written and practical
exam on the course exercises made by students during classes",Classic ATHENS course,English,3,Alessandra Pandolfi,,POLITECNICO DI MILANOMilan,Architecture and town planningEnvironmental sciencesNatural environments and wildlifeSociology and cultural studies,Yes,March 2023,POLI25,https://register.athensnetwork.eu/courses/course-show/2729,Italy
47,Politecnico di Milano,Create your own Avatar,"A minimum of confidence in 3D modeling is required. The course will offer
tools and workflow for all levels, however those who have practiced
photogrammetry techniques for 3D surveying and 3D modeling already will benefit
more.","Acquisition of digital
skills, practice in modeling, knowledge of digital duplication workflows,
in-depth study of VR techniques, in-depth study of ethical issues related to
the metaverse","Draft of daily schedule:Day 1. Monday: 1. Introduction to digital modeling in project and VR
environments. Introduction to avatars uses and needs. Principles of laser
scanner and photogrammetric surveying: merits, flaws and needs. First step in
digital capture.Day 2. Tuesday:Photogrammetric
capture: methods for capturing the physical subject. Scene preparation,
techniques for lighting. Introduction into software’s modeler.Day 3. Wednesday:What is a
mesh, simplification techniques, mesh geometry, processing for placement on the
substrate. Creating your own skeleton for motion.Day 4. Thursday:Application
of meshes to the skeleton and base movement. Design of use in VR; possibilities
in different modeling environments. Preparing the storyboard for the final
video presentationDay 5. Friday: Final video preparation and presentation","Video presentation and
and short final report",Classic ATHENS course,English,3,Cecilia Bolognesi,,"Politecnico di Milano, campus Leonardo, p.zza Leonardo Da Vinci 32,  Milano MilanMilan",Architecture and town planningAudio-Visual techniques and media productionPersonal skills and development,Yes,March 2023,POLI45,https://register.athensnetwork.eu/courses/course-show/2730,Italy
48,University Politehnica of Bucharest,Instrumental analysis in organic chemistry (Application for food products quality control),"Organic
chemistryFood
composition","The course aims to explain the specific applications for food quality control
of the spectroscopic methods: UV-VIS, IR and NMR.The course
and the applications will provide specific information regarding structure
elucidation of organic compounds (found in foods) based on spectral information
and will emphasize the approach for quantitation of individual compounds from
complex food matrixes.","Organic
chemistry-Food
compositionObjectives:
The course aims to explain the specific applications for food quality control
of the spectroscopic methods: UV-VIS, IR and NMR.The course
and the applications will provide specific information regarding structure
elucidation of organic compounds (found in foods) based on spectral information
and will emphasize the approach for quantitation of individual compounds from
complex food matrixes.","Corse
exam: 2 hours.",Classic ATHENS course,English,2,Lecturer Cristina Todasca,Assist.Prof. Mihaela Tociu,"Splaiul Independentei, 313, sector 6Bucharest, Romania",Chemical engineering and processesOccupational Health and safety,Yes,March 2023,UPB017,https://register.athensnetwork.eu/courses/course-show/2731,Romania
49,Politecnico di Milano,VALUable Machine Learning Hero Agency,"Students from Engineering background should
have basic knowledge and experience in developing machine learning systems.Students from Design should be familiar with a
human-centred design approach and representation tools (e.g. Adobe Illustrator,
ProCreate, or similar, …).","Clearly indicate the main objectives
of the courseThe course aims to enable design and
engineering students to:·Understand
and outlinemachine learningsystems
as socio-technical systems;·Identify and
use values to drive the design ofmachine
learningsystems;·Anticipate
possible impacts ofmachine learningsystems
in practical, personal, social, cultural, and eco-systemic dimensions;·Identify and
exploit the core characteristics and capabilities ofmachine learningsystems in suitable applications;·Generate
relevant, consistent, effective, ethically acceptable, sustainable, and desirable
design concepts includingmachine learningsystems;·Communicate
and collaborate in an interdisciplinary teams to develop amachine learningsystem.","Programme to be followedDetail the programme of the week
(day 1 – day 5)DAY 109.30 – 10.30 | Technology is not neutral(course and topic introduction + ice-breaking
activity)10.45 – 12.30 | A responsible and value-driven
approach to the design of machine learning (ML) systems(lecture + beginning of group-work)12.30 – 13.30 | Lunch break13.30 – 15.30 | Problem framing(group work)15.45 – 16.30 | Peer review sessionDAY 209.30 – 10.30 | Getting in touch with machine
learning(lecture)10.30 – 11.30 | Exploration and attempt to
define ML capabilities(group work)11.45 – 12.30 | ML Agents explanation(lecture)12.30 – 13.30 | Lunch break13.30 – 14.30 | Training of VALUable ML Heroes
designers(formative tests)14.45 – 16.30 | VALUable ML Hero concept
development(brief & tools intro + group work)DAY 309.30 – 12.30 | VALUable ML Hero concept
development(group work)12.30 – 13.30 | Lunch break13.30 – 14.30 | Peer review session14.45 – 16.30 | VALUable ML Hero
representation(group work)DAY 409.30 – 12.30 | VALUable ML Hero
representation(group work)12.30 – 13.30 | Lunch break13.30 – 16.30 | Testing VALUable ML Heroes(peer review activity)DAY 509.30 – 12.30 | Finalization of VALUable ML
Hero representation(group work)12.30 – 13.30 | Lunch break13.30 – 15.30 | Final presentation and peer
review15.45 – 16.30 | Lessons learnt and discussion","Clearly indicate the format of the
examination (the exam must take place on Friday at the latest, no project or
report submitted after an ATHENS week)Intermediate formative tests and reviews, and final
project presentation.",Classic ATHENS course,English,4,Davide SPALLAZZO,Martina SCIANNAME’,Milan,"Fashion, interior and industrial designPersonal skills and developmentSociology and cultural studies",Yes,March 2023,POLI46,https://register.athensnetwork.eu/courses/course-show/2732,Italy
50,Politecnico di Milano,Architectural Heritage: from 3-D geometric survey to structural analysis,"Structural Mechanics, Theory of Elasticity, fundamentals of the Finite
Element Method.Students should bring their
own laptop.","The course aims to familiarize students with the problems that
are commonly encountered in the structural analysis of historical buildings.
Among others:The importance of accurately
     describing the real geometry of the buildingThe difficulties in obtaining
     the mechanical properties of the materialThe correct definition of the boundary conditions
     (loads and constraints)The students will be asked
to define the numerical model of a real historical building, to carry out
structural analyses using a commercial computer software. The results will be
illustrated and critically discussed in the final report.","The programme
  includes:9 hours of lectures on
       historical buildings (materials and material mechanics, typical
       structural elements and their mechanical behaviour, surveying, in-situ
       and lab tests; presentation of the case study)a one-day visit to the case
       study6 hours of practical
       activities on the use of a finite element software6 hours of autonomous work on
       the numerical model and writing of the final report3 hours for the presentation
       and discussion of the final report (each group of 2-3 students will be
       given 15 min)8.159.1510.1511.1512.1514.1515.1516.1517.15MonLecturesLunch breakLecturesTueField tripField tripWedLecturesPractical activitiesThuPractical activitiesAutonomous work on the numerical modelFriAutonomous work on the numerical modelGroup report writingFinal discussion",Written report and public discussion by groups,Classic ATHENS course,English,3,Alberto Taliercio,"Prof.ssa Danila Aita, Prof.ssa Giuliana Cardani, Prof. Dario Coronelli, Prof. Gabriele Milani","Piazza Leonardo Da Vinci 32, 20133 Milan, ItalyMilan",Building and civil engineering,Yes,March 2023,POLI47,https://register.athensnetwork.eu/courses/course-show/2733,Italy
51,Politecnico di Milano,"Milan, the unexpected green-growing city. X edition","NO, students must have just curiosity and will to learn and be proactive. All
the students with any kind of mayor are welcome.","Become conscious of
the processes regarding environmental design, city and landscape metabolism,
sustainability, and urban ecology. Students will be work in groups and will
produce a three-minute video-clip to be presented at the final discussion on
the lectures and visits contents.International
students are called to discover, analyze, and discuss through lectures and
guided visits Milan as a city where gardens, parks, and greenery have always
been part of its continuous transformation during its millenary history.
Focusing on environmental design and landscape architecture techniques, this
course introduces – also to students without any architectural or landscape
architectural background – the relevant meaning of these multi-layered open
space infrastructures inside a contemporary urban metropolis.","Day 1. Monday:Morning: Registration
+ Course presentation+ 1 lectureAfternoon:lectures in motion
,
discovering Milan and its green areas by walk.Day 2. Tuesday:Morning:2 lecturesAfternoon:lectures in motion
,
discovering Milan and its green areas by walk.Day 3. Wednesday:Morning:1 lecture+Students’ projects worktimeAfternoon:lectures in motion
,
discovering Milan and its green areas by walk.Day 4. Thursday:Morning:2 lecturesAfternoon:lectures in motion
,
discovering Milan and its green areas by walk.Day 5. Friday:Students’ projects
worktime- Final video preparation and presentationCourse exam:Video presentation and short final report",Video presentation and short final report,Classic ATHENS course,English,1,Luca Maria Francesco Fabris,,"Politecnico di Milano â€“ School of Architecture Urban Planning Constructions Engineering. Via Ampere, 3Milan",Architecture and town planningAudio-Visual techniques and media productionPersonal skills and development,Yes,March 2023,POLI19,https://register.athensnetwork.eu/courses/course-show/2734,Italy
52,Universidad Politecnica de Madrid,Introduction to CFD with OpenFOAM,"Basic
  notions of Fluid Mechanics, such as Navier-Stokes and energy equations. Some
  Programmation Skills.","The course
aims to introduce the use of the free CFD simulation code OpenFOAM by means of
a case-based learning methodology. A practical approach will be followed to
learn how to perform CFD simulations with OpenFOAM, using examples of laminar and
turbulent flows, heat transfer, and multiphase flows. Techniques for the
simulation of the fluid and energy equations will be covered. The course will
allow the students to acquire a general and relevant background in mesh
generation, selection of numerical methods, visualization, and validation of
simulations that will be useful in any other CFD software. The course will
cover all the basic and practical aspects of OpenFOAM simulation with OpenFOAM:
from learning to handle the Linux operating system and preparing cases for
models already implemented in the software to programming new models.","A basic introduction toLinux: terminal commands, scripts.Introduction to OpenFoam: distributions, model
selection, cases preparation, dictionaries, basic meshing, boundary conditions,
initial conditions, basic meshing,residuals, running of tutorials, visualization with Paraview.Numerical methods in OpenFOAM: Finite Volume
method, spatial and temporal discretization schemes, linear solvers,
SIMPLE/PISO/PIMPLE algorithms, convergence.Advanced CFD simulation in OpenFOAM: convective
heat transfer modeling,turbulence
modeling with RANS & LES models,multiphase flows modeling.Writing customized solvers with OpenFOAM.","Evaluation based on a
work at home to simulate an advanced case.",Classic ATHENS course,English,4,Santiago Madruga,,ETSI Aeronáutica y del Espacio (Depto. Matemática Aplicada)  Plaza Cardenal Cisneros 3Madrid,"Chemical engineering and processesEarth SciencesMathematicsMotor vehicles, ships and aircraftPersonal skills and developmentPhysics",Yes,March 2023,UPM146,https://register.athensnetwork.eu/courses/course-show/2735,Spain
53,Universidad Politecnica de Madrid,EXERCISE IS MEDICINE: from theory to practice," Familiarity with physical activity, motor skills and some basic exercise physiology terms. Light motor and physical skills (basic fitness). Sports clothes for exercise will be necessary every day. Bring a computer, tablet or similar for group work days."," To present the Exercise is Medicine® world initiative. To introduce current assessment of physical activity, physical fitness, sedentary behavior and other health-related aspects. To provide tools for self-management of a physical activity programme according to WHO recommendations. To focus on opportunities of research and business for engineers and biosciences professionals on this area. To provide the opportunity to become a health-promoter at the workplace as suggested by WHO. To create a broad awareness of the benefits that physical activity offers for health and treatment.","MONDAY, 13TH OF MARCH: (FROM 09:30 TO 15:15H):Presentation (30min): 09:30 to 10:00h: (Internacional room)Technical Visit (1h 30min): 10:00 to 11:30h. Gymnastic museum, INEF-UPM. Guided visit to the National High-performance Sport Center (Instalaciones del Consejo Superior de Deportes).Laboratory (2h 30min): 12:15 to 14:45h (604 room) Physiology lab: Exercise Ergo spirometry (VO2max) for healthy subjects. Maximal Wingate test.Project design (30min): 14:45 to 15:15h (604 room) Where do we come from? Where are we? Physical activity and fitness project design (Groups 4-6 people)TUESDAY, 14TH OF MARCH: (FROM 09:00 TO 16:00H):Theory and practice (2h): (09.00 to 11:00h.): (Biomechanics Lab.) Biomechanics lab: Electromyography Estimated physical strength fitness assessment (1RM).Laboratory practice (1h 45min); (Biomechanics Lab): 11:45 to 13:30h. Gait analysis and exercise technical assessment.Practice (2h): (Central Hall of CSD): 14:00 to 16:00h.• New technologies and analysis in ParalympicsWEDNESDAY, 15TH OF MARCH: (FROM 09:00 TO 15:00H):Theory (2h): 09:00 to 11:00h (Room 201) Exercise and physical fitness technology. Exercise thermography analysis.Practice (1h): 12:00 to 13:00h (Room 201) Thermography analysis image pre and post exercise.Practice (1h 15min): 13:00 to 14:15h (Room 201) Self-processed data and image thermography analysis before and after than exercise effort.Project design (45 min): 14:15 to 15:00h (Room 201) Physical activity and fitness project design (Groups 4-6 people)THURSDAY, 16TH OF MARCH: (FROM 09:00 TO 15:00H):Theory and practice (1h 30min): 09:00 to 10:30h (Room 201) Body composition and nutrition assessment. Body composition by bioimpedance analysis (TANITA Corp, BC-418MA, Tokio, Japan) and DEXA.Theory (1h 30min): 11:00 a 12:30h (Room 201) Use of the Food Pyramid and nutritional assessment. Healthy lifestyle behavior: physical activity and nutrition.Practice (1h): 13:00 a 14:00h (GYM) Battery test of Exercise is Medicine.Project design (1h): 14:00 to 15:00h (Room 201) Proposal of project design related to Physical activity and fitness app design (Groups 4-6 people)FRIDAY, 17TH OF MARCH: (FROM 09:00 TO 15:00H):Theory and practice (1h 30min): 9:00 to 10:30h (Magna room and Biochemistry Lab.) Food allergies & exercise performance.Theory (1h): 11:15 to 12:15h (Magna room) Exercise is Medicine® initiative worldwide. The benefits of physical exercise and better physical fitness for health. Chronic diseases related to Physical inactivity.Project designs presentations (2h.): 12:15 to 15:00h (Magna room) Presentation of proposals for project designs (10 minutes group presentations and 5 minutes for questions).",Presentation of proposals for project designs (10 minutes group presentations and 5 minutes for questions). Assessment by the teacher on the basis of group presentations and student participation in class. Minimum mark: 5 (1-10 points).,Classic ATHENS course,English,1,Prof. Dr. MARCELA GONZÁLEZ GROSS,"• Prof. Dr. Marcela González Gross
• Prof. Dr. Manuel Sillero Quintana
• Prof. Dr. Pedro José Benito Peinado
• Prof. Dr. Enrique Navarro Cabello
• Prof. Dr. Javier Pérez Tejero
• Dr. Eva Gesteiro Alejos
• Dr. Miguel Ángel Rojo Tirado
• Dr. Sergio Calonge Pascual
• PhD student. Lisset Pantoja Arévalo
• PhD student. Jaime López-Seoane Puente
• PhD student. Javier Rueda Ojeda
• Julio Sebastián González 
• GIE InnoSyR","Facultad de Ciencias de la Actividad Física y del Deporte-INEF C/Martin Fierro, 7. 28040. Madrid (Spain).MADRID",BiologyComputer useFood processingPersonal skills and development,Yes,March 2023,UPM126,https://register.athensnetwork.eu/courses/course-show/2736,Spain
54,Arts et Métiers ParisTech,Smart Materials and Intelligent Processes,"Basic
knowledge inmaterials and the mechanics of materials.","We are at the dawn of a technological revolution that will fundamentally change our relationships with others and the way we live and work. These changes, in their importance, scope and complexity, will be unlike anything humanity has known until then. We do not yet know what will happen, but one thing is certain: our response must be comprehensive and involve all stakeholders at the global level: the public sector, the private sector, academia and civil society.Technology and the industrial world will also be overturned. In this
situation smart materials and intelligent processes have a special place.Today, it is observed that smart materials are increasingly used for the
realization of technologically important devices and formulations. However, due
to their relative novelty, it is worth asking questions: what are smart
materials, how do they work and what are their applications? The most important
smart materials are:-         
shape memory alloys, polymers and composite which have the capacity of
recovery the initial shape after a large induced form change

-         
thermos-strictive materials; the materials which undergo
changes upon temperature.-         
Chromogenic & Halochromic Materials which change color in
response to electrical, optical, thermal or acidity-         
Magnetostrictive Materials which exhibit change
in shape under the influence of magnetic field and also exhibit change in their
magnetization under the influence of mechanical stress.-         
Piezoelectric materials; they
produce a voltage under applied stressBy Intelligent processes we mean the additive manufacturing. Additive manufacturing
technology is an advanced manufacturing technology used to make parts directly
from a computer-driven program. The additive manufacturing process offers an
efficient technique for manufacturing parts with complicated geometries. The
materials transformed by these techniques are Metals, ceramics, polymer and
composite. The fields of application are vast: medical implants, automotive
products, and so on. Depending to the type of the material; there are several
additive manufacturing technologies: Selective Laser Melting (SLM), Selective
Laser Sintering (SLS), 3D printing by ultraviolet, melting of the powder by
electron beam, Stereo-lithography of reactive liquids, Fused deposition
modeling (FDM), …","The course of 45 hours includes:From March 13 to 17: face-to-face (on-site course in Paris)From March 20 to 24: virtual (at home - 2-3 hours at the end of each day)In this course, we
will present all of the above topics according to the following program:i)                   
Lectures1 – Introduction to
polymers and composites2 – Classical
processes3 - Smart materials in
industry4 - Definition of
smart polymers and composites5 - The
microstructures and properties of smart materials6 – Additive
manufacturing methods7 – Effect of
different parameters8 – Other innovative
processes9 – Durability of
polymers and composites10 – Recyclingii)                 
Lab-workiii)                 Mini-projects",mini-project report and crossword test,BIP (combination of one-week on-site course and additional hours of online program),English,4,Abbas TCHARKHTCHI,,"155, bd de l'Hopital - 75013 Paris - FranceParis","Materials (glass, paper, plastic and wood)",Yes,March 2023,ENSAM11BIP,https://register.athensnetwork.eu/courses/course-show/2737,France
55,Universidad Politecnica de Madrid,RECYCLED PAPER ACOUSTIC DESIGN,"The
course is aimed at students of design-related careers and consists of a
theoretical-practical exercise suitable to develop at all levels.No specific prior knowledge is required.","The
general objective of the course is to emphasize the reconciliation between
creative design processes and the use of natural resources and recycling
practices for the development of new materials for the design industry. An
industrial piece will be developed using as raw material pulp and sludge from
recycled paper, and applying simple manual manufacturing techniques. A system
of acoustic model solutions will be theoretically designed and one piece will
be physically produced. For incoming students, it presents a simple
introductory exercise for the design of an industrial object, while for more
advanced students it poses the challenge of applying the knowledge acquired in
profiling specific details such as the geometric conjunction of pieces, joints,
manufacturing processes, motif combination problems, texture application, tile thickness
combination, etc.","MON:THEORY: 2hWelcome session and
  course presentation. Overall introduction to paper pulp and sludge
  fabrication processes. Practical examples.LAB: 4hPulp fabrication
  from recycled paper. Molding of base pieces.TUE:THEORY: 2hIntroduction to design
  examples using paper as raw material. Design processes.LAB: 4hDesign session.
  Mentored individual work on the final piece design. Drying of base
  pieces.WED:THEORY: 2hIntroduction to
  complementary fabrication processes. 3D, laser cut, smoothing, sanding,
  cutting, surface mecanization, etc.LAB: 4hDesign session.
  Mentored individual work on the final piece design. Drying of base
  pieces.THU:THEORY: 1hVisit to FabLab for
  the mecanization of final pieces. Introduction to FabLab equipment.LAB: 5hSupervised work on
  the mecanization of final pieces.FRI:THEORY: 2hIntroduction to natural
  dyes and additives for eco-design practices.LAB: 4hApplication of
  natural dyes for the final piece design. Closing session.","The
course will be evaluated on the basis of the practical exercise. The
evaluations shall particularly assess the ability to generate novel
ideas starting from a standard basis of the exercise, the technical resolution
of the idea developed in the scheduled time, as well as the propositional
potential of the design as the basis for future broader and more detailed
developments. Students will be able to finish their work within 30 days after
the end of the course and send a presentation in digital format.",Classic ATHENS course,English,1,David Sanz Arauz,"David Sanz Arauz, Nadia Vasileva, Lucía Lucas.","Escuela Técnica Superior de Arquitectura de Madrid,  Avda Juan de Herrera,4. 28040Madrid","Fashion, interior and industrial designMaterials (glass, paper, plastic and wood)",Yes,March 2023,UPM154,https://register.athensnetwork.eu/courses/course-show/2738,Spain
56,Mines Paris - PSL,Life Cycle of Energy Systems,"Basic 1st-year mathsFundamentals of energy systemsBasic mass and energy balancesPrior experience with a programming language (R, python, matlab) may be useful but not required","Choices made in the design phase of energy systems have significant consequences at medium and long term. These consequences refer to both economic and environmental impacts.To be able to identify and deal with these long-term effects, a global perspective is needed, including all the stages of an energy system's life cycle, from the extraction and transformation of raw materials to the operation and end-of-life phases.The goal of this course is to provide an overview of existing methods and tools to evaluate the economic and environmental performance of energy systems (estimation of the net present value, life cycle assessment, externalities, carbon footprint...) and complete it with a practical application in team projects.","40% of the course consists in lectures on general aspects of environmental and economic evaluation tools considering a life cycle perspective, 60% corresponds to the development of a team project in groups of 4-5 students","No writen exam. Grades based on: 30% from daily notes on work done in team projects, 30% from final documents of team projects, 30% from oral presentation, 10% participation to the discussion",Classic ATHENS course,English,4,Paula Perez-Lopez (O.I.E),"Assaad Zoughaib (CES), Elise El-Ahmar (CTP), Franck Aggeri (CGS), Mélanie Douziech (O.I.E.), Patrick Schalbart (CES), Paula Perez-Lopez (O.I.E), Romain Besseau (O.I.E.), Samih Akkari (CES), Thomas Beaussier (ISIGE), Federico Vassallo (external lecturer: Naturgy), Joseph Spadaro (external lecturer), Lucas Remontet (external lecturer: Energies Demain), Romain Sacchi (external project supervisor: PSI), Vincent Moreau (external lecturer: EPFL), Yamina Saheb (external project supervisor: Openexp)",60 Bld Saint Michel 75006 ParisParis,Electricity and energyElectronics and automationEnvironmental protection technology,Yes,March 2023,MP30,https://register.athensnetwork.eu/courses/course-show/2739,France
57,Mines Paris - PSL,Europe utile : Comprendre l'intégration européenne et ses principes politiques,"Aucune connaissance spécialisée particulièreUne intervention se déroulera en anglaisAttention, les frais de transport pour le déplacement à Bruxelles seront à prendre en charge par les participants.","Faire connaître aux élèves les processus de prise de décisions dans l'Union Européenne d'une façon générale d'abord, puis, en orientant exposés et interventions vers les besoins des entreprises et des hauts fonctionnaires nationaux.Présenter les activités de grands groupes français et étrangers face aux opportunités et enjeux offerts par le développement de l'Union Européenne.","Des modules successifs et cohérents :- Immersion dans l’UE à Bruxelles, le lundi 11 mars : Visites et présentation des rôles de la Commission, du Parlement Européen, de la Représentation Permanente de la France.Départ : 7h25 de la Garde du Nord (Thalys)(Vous pouvez également vous rendre à Bruxelles en bus, sous conditions que vous arrivez à l'heure. Le programme commence à 9h25 à l'Université Saint-Louis - Bruxelles, 43, du Jardin Botanique.)Les participants prennent en charge les frais de transport aller-retour jusqu'à Bruxelles, ainsi que les frais de déjeuner sur place.Il n'y a pas de voyage en commun,les participants achètent leurs propres billets.Les frais de transport public à Bruxelles sont pris en charge.Vous recevrez des informations plus précises sur le voyage aller-retour et le programme détaillé dès que vous aurez été accepté dans le cours.- Le labyrinthe communautaire : comprendre pour agir - aspects institutionnels.- Les politiques génériques et les grandes problématiques de l'Union européenne :concurrence, énergie, marché intérieur et régulation financière, transport, recherche, innovation, spatiale, maritime  marché unique, défense, armement, budget européen, gouvernance européenne.- Le lobbying .- Synthèse et conclusion politique.","écrit, avec le choix entre trois sujets",Classic ATHENS course,French (70%) and English (30%),1,RENE LERAY,Nombreux spécialistes des affaires européennes,"Bruxelles, le lundi 11 mars (frais de transport à prendre en charge par les participants) et Mines Paris (60, boulevard Saint-Michel 75272 Paris Cedex 06), du mardi au vendrediParis (plus 1 jour à Bruxelles)",Political science and civicsSociology and cultural studies,Yes,March 2023,MP03,https://register.athensnetwork.eu/courses/course-show/2740,France
58,Budapest University of Technology and Economics,Efficient Energy Supply of Buildings,No prerequisites needed,"The objective of the course is
to introduce students into energy efficient building design, focusing on
innovative heat production using renewable energy sources and waste heat utilization.
Energy management in town-scale energy communities will be explained on the
example of modern district heating. Building service engineering systems, fit
for nearly zero energy buildings will be explained as well as intelligent
building automation systems in order to create smart buildings.","Solar thermal systemsSolar air heatingHeat pump technologyDistrict heatingThermal Energy
CommunitiesCondensing boilersMechanical ventilationHeat recoveryAir Conditioning",Oral presentation of teamwork,Classic ATHENS course,English,1,Dr. Balázs Bokor,Dr. Balázs Bokor,"1111 Budapest, Muegyetem rakpart 3.",Electricity and energy,Yes,March 2023,BME12,https://register.athensnetwork.eu/courses/course-show/2741,Hungary
